symbol,signals,wins,losses,win_rate,net_pips,expectancy
3MCo,111,39,72,35.13513513513514,-10771.428571427092,-97.03989703988371
UnitedInternet,89,30,59,33.70786516853933,-8657.14285714274,-97.2712680577836
LBrands,95,29,66,30.526315789473685,-9271.428571428378,-97.59398496240398
Schroders,106,29,77,27.358490566037734,-10471.428571428574,-98.78706199460919
ItauUnibanco,89,28,61,31.46067415730337,-8971.428571428622,-100.80256821829911
Cronos,89,28,61,31.46067415730337,-9085.714285714292,-102.08667736757631
Honeywell,96,33,63,34.375,-9942.857142856752,-103.5714285714245
Bankinter,103,33,70,32.038834951456316,-10671.428571428569,-103.60610263522882
SmithsGroup,85,31,54,36.470588235294116,-8871.42857142849,-104.36974789915871
Korian,95,27,68,28.421052631578945,-10245.714285714268,-107.84962406015019
MelcoResorts,91,30,61,32.967032967032964,-10042.857142857136,-110.36106750392457
Intel,107,42,65,39.25233644859813,-11857.142857142795,-110.8144192256336
SchoellerBleck,89,32,57,35.95505617977528,-9928.571428571271,-111.55698234349742
SEB,96,35,61,36.45833333333333,-10871.4285714273,-113.24404761903436
Vopak,98,33,65,33.6734693877551,-11142.857142856828,-113.70262390670233
Exelon,89,30,59,33.70786516853933,-10271.428571428864,-115.40930979133555
Mapfre,87,20,67,22.988505747126435,-10092.85714285715,-116.00985221674885
GreatPortland,90,27,63,30.0,-10548.571428571457,-117.20634920634951
Provident,86,20,66,23.25581395348837,-10085.71428571427,-117.27574750830546
Mediaset,90,27,63,30.0,-10769.999999999976,-119.6666666666664
Informa,100,28,72,28.000000000000004,-11985.714285714257,-119.85714285714258
YumBrands,92,30,62,32.608695652173914,-11028.571428570882,-119.87577639750958
FrasersGroup,92,31,61,33.69565217391305,-11197.142857142855,-121.70807453416147
Biomarin,97,36,61,37.11340206185567,-11814.285714285601,-121.79675994108867
Mondelez,81,28,53,34.5679012345679,-9914.285714285674,-122.39858906525524
LincolnNational,96,38,58,39.58333333333333,-11757.142857142684,-122.4702380952363
TechnipFMC,81,28,53,34.5679012345679,-10242.857142857178,-126.45502645502688
SeattleGenetics,84,32,52,38.095238095238095,-10657.142857141907,-126.87074829930842
ICICI,94,30,64,31.914893617021278,-12142.857142857132,-129.17933130699078
Lufthansa,98,29,69,29.591836734693878,-12668.571428571426,-129.27113702623905
SMEnergy,102,36,66,35.294117647058826,-13214.28571428571,-129.5518207282913
USDZAR,97,26,71,26.804123711340207,-12858.57142857138,-132.56259204712762
APERAM,91,31,60,34.065934065934066,-12140.000000000102,-133.40659340659454
Telus,94,27,67,28.723404255319153,-12657.142857142904,-134.65045592705218
Bumble,101,32,69,31.683168316831683,-13614.285714285732,-134.79490806223498
T-Mobile,88,33,55,37.5,-12014.285714284397,-136.52597402595904
NorwegianCruiseLine,91,30,61,32.967032967032964,-12457.14285714291,-136.89167974882318
SunLife,84,29,55,34.523809523809526,-11599.999999999502,-138.09523809523216
RoyaltyPharma,85,34,51,40.0,-11757.142857142757,-138.31932773109125
Almirall,98,31,67,31.63265306122449,-13642.857142857132,-139.2128279883381
PiraeusBank,96,30,66,31.25,-13809.999999999993,-143.8541666666666
BorgWarner,94,32,62,34.04255319148936,-13628.57142857137,-144.98480243161032
Inchcape,110,32,78,29.09090909090909,-15964.28571428575,-145.12987012987045
OilwellVarco,106,36,70,33.9622641509434,-15485.714285714172,-146.09164420485067
Lagardere,92,33,59,35.869565217391305,-13478.571428571347,-146.50621118012333
Easyjet,82,25,57,30.48780487804878,-12128.57142857152,-147.90940766550634
Edenred,98,35,63,35.714285714285715,-14578.571428571327,-148.76093294460537
Rubis,97,32,65,32.98969072164948,-14440.000000000306,-148.86597938144644
Betsson,95,34,61,35.78947368421053,-14571.428571427556,-153.38345864660585
AkzoNobel,82,29,53,35.36585365853659,-12657.14285714283,-154.35540069686377
Sprouts,85,29,56,34.11764705882353,-13157.1428571432,-154.7899159663906
TessenderloChemie,85,28,57,32.94117647058823,-13244.285714285668,-155.81512605041962
Endesa,96,32,64,33.33333333333333,-15244.285714285525,-158.79464285714087
AmericanAirlines,83,25,58,30.120481927710845,-13185.714285714308,-158.86402753872662
Juniper,74,29,45,39.189189189189186,-11771.428571428929,-159.07335907336392
MatchGroup,96,33,63,34.375,-15371.428571428518,-160.11904761904705
Smith&Nephew,91,28,63,30.76923076923077,-14628.571428571307,-160.75353218210228
Oerlikon,85,25,60,29.411764705882355,-13714.285714285696,-161.34453781512582
NokianTyres,101,33,68,32.67326732673268,-16367.142857142917,-162.05091937765263
Fidelity,82,31,51,37.80487804878049,-13428.571428571115,-163.76306620208678
BankofNovaScotia,83,25,58,30.120481927710845,-13614.285714285583,-164.02753872633232
XAUCNH,81,26,55,32.098765432098766,-13354.342857142787,-164.86843033509612
Enbridge,99,32,67,32.323232323232325,-16528.57142857132,-166.95526695526584
GSK,88,27,61,30.681818181818183,-14814.285714285696,-168.34415584415564
Arch Capital,95,33,62,34.73684210526316,-16014.285714286169,-168.57142857143336
Caixabank,94,30,64,31.914893617021278,-15932.857142857107,-169.4984802431607
Shaftesbury,82,27,55,32.926829268292686,-14040.000000000005,-171.219512195122
BTGUSD,86,29,57,33.72093023255814,-14971.285714285823,-174.08471760797468
OReilly,91,33,58,36.26373626373626,-15928.571428571513,-175.03924646781883
BancaMediolanum,96,30,66,31.25,-16947.142857142957,-176.53273809523913
SGL,86,25,61,29.069767441860467,-15214.285714285712,-176.91029900332222
KeyCorp,100,35,65,35.0,-17871.428571428587,-178.71428571428586
Compass,89,28,61,31.46067415730337,-16171.42857142863,-181.70144462279362
Apple,82,30,52,36.58536585365854,-14985.714285714352,-182.75261324041892
Terna,96,25,71,26.041666666666668,-17582.857142857094,-183.1547619047614
Tesla,82,29,53,35.36585365853659,-15057.142857141822,-183.6236933797783
TALEducation,93,29,64,31.182795698924732,-17257.142857142873,-185.5606758832567
ABNAMRO,98,32,66,32.6530612244898,-18389.999999999825,-187.65306122448803
HTO,90,28,62,31.11111111111111,-17101.428571428514,-190.0158730158724
CenovusEnergy,86,29,57,33.72093023255814,-16385.714285714344,-190.5315614617947
Valeo,85,28,57,32.94117647058823,-16571.42857142852,-194.95798319327673
MotorOil,90,30,60,33.33333333333333,-17619.999999999985,-195.77777777777763
OesterreichischePost,86,28,58,32.55813953488372,-16985.714285714217,-197.50830564783973
Celanese,97,33,64,34.02061855670103,-19228.57142857111,-198.23269513990837
LKQ,86,31,55,36.04651162790697,-17342.857142856898,-201.66112956810346
Enagas,86,26,60,30.23255813953488,-17598.571428571413,-204.63455149501644
Daimler,99,35,64,35.35353535353536,-20271.428571428736,-204.76190476190644
StdCharter,101,31,70,30.693069306930692,-20992.85714285706,-207.85007072135704
RWE,97,32,65,32.98969072164948,-20454.285714285976,-210.86892488954615
BAM,100,30,70,30.0,-21142.85714285712,-211.4285714285712
EnergyTransfer,100,32,68,32.0,-21457.142857142946,-214.57142857142946
AholdDelhaize,91,29,62,31.868131868131865,-19597.14285714258,-215.353218210358
OgeEnergy,96,36,60,37.5,-20714.285714285797,-215.7738095238104
Genworth,100,30,70,30.0,-21728.571428571515,-217.28571428571516
Porsche,94,32,62,34.04255319148936,-20500.000000000415,-218.08510638298313
Santander,80,22,58,27.500000000000004,-17805.714285714344,-222.5714285714293
Cemex,94,28,66,29.78723404255319,-21185.714285714253,-225.3799392097261
Clariant,87,25,62,28.735632183908045,-19614.285714285736,-225.4515599343188
CloseBrothers,96,27,69,28.125,-21865.71428571432,-227.76785714285748
Verizon,94,30,64,31.914893617021278,-21414.2857142855,-227.8115501519734
StoraEnso,91,27,64,29.67032967032967,-21261.428571428623,-233.64207221350136
BTCEUR,88,31,57,35.22727272727273,-20645.42857142909,-234.60714285714874
Liberty,91,30,61,32.967032967032964,-21385.714285714374,-235.00784929356453
Freenet,96,30,66,31.25,-22700.00000000019,-236.4583333333353
AmericanEagle,89,30,59,33.70786516853933,-21142.85714285722,-237.56019261637329
Semapa,91,30,61,32.967032967032964,-21730.000000000033,-238.79120879120916
Ageas,112,37,75,33.035714285714285,-26780.000000000007,-239.10714285714292
DraftKings,81,27,54,33.33333333333333,-19571.428571428656,-241.62257495590933
BestBuy,86,26,60,30.23255813953488,-20799.99999999973,-241.86046511627595
Cellnex,95,30,65,31.57894736842105,-23165.714285714657,-243.8496240601543
BBVA,87,26,61,29.88505747126437,-21229.999999999876,-244.0229885057457
EURZAR,95,21,74,22.105263157894736,-23394.51428571451,-246.25804511278432
BHPGroup,101,32,69,31.683168316831683,-25085.71428571427,-248.37340876944825
ETCUSD,107,33,74,30.8411214953271,-26914.285714285743,-251.5353805073434
Kirby,93,36,57,38.70967741935484,-23642.857142856898,-254.22427035329997
IPGPhotonics,97,33,64,34.02061855670103,-24785.714285714745,-255.52282768778088
Fortive,96,32,64,33.33333333333333,-24614.285714285867,-256.3988095238111
Invesco,90,30,60,33.33333333333333,-23500.000000000065,-261.1111111111118
Allscripts,95,31,64,32.631578947368425,-24842.857142857178,-261.5037593984966
FootLocker,93,36,57,38.70967741935484,-24328.571428571417,-261.5975422427034
Suedzucker,93,27,66,29.03225806451613,-24628.57142857145,-264.8233486943167
EURTRY,81,24,57,29.629629629629626,-21468.000000000127,-265.0370370370386
Carnival,93,32,61,34.40860215053764,-24657.142857143008,-265.13056835637644
Bill,94,33,61,35.1063829787234,-25114.285714285896,-267.1732522796372
McGraw Hill,58,21,37,36.206896551724135,-15499.999999999976,-267.2413793103444
ERG,87,27,60,31.03448275862069,-24237.142857142888,-278.5878489326769
Pearson,88,26,62,29.545454545454547,-24557.142857142986,-279.058441558443
Ovintiv,85,29,56,34.11764705882353,-23757.142857142808,-279.49579831932715
TeliaSonera,113,34,79,30.08849557522124,-31728.571428571493,-280.7838179519601
Norma,97,29,68,29.896907216494846,-27399.99999999998,-282.47422680412353
Schlumberger,85,28,57,32.94117647058823,-24128.571428571533,-283.86554621848865
Nvidia_turbo,96,34,62,35.41666666666667,-27714.28571428533,-288.6904761904722
USDX-MAR26,79,24,55,30.37974683544304,-23025.71428571452,-291.4647377938547
WesternUni,93,26,67,27.956989247311824,-28000.000000000055,-301.0752688172049
MolsonCoors,89,30,59,33.70786516853933,-26928.571428571435,-302.56821829855545
SBA,84,31,53,36.904761904761905,-25528.57142857238,-303.9115646258617
TeckResources,77,27,50,35.064935064935064,-23471.428571428933,-304.8237476808952
Rolls-Royce,98,28,70,28.57142857142857,-30171.428571428634,-307.8717201166187
CDW,91,32,59,35.16483516483517,-28042.857142855777,-308.16326530610746
Scor,101,32,69,31.683168316831683,-31125.71428571459,-308.1753889674712
Palantir,86,28,58,32.55813953488372,-26557.14285714284,-308.8039867109633
RandstadHolding,90,30,60,33.33333333333333,-28071.428571428558,-311.90476190476176
Persimmon,83,24,59,28.915662650602407,-26085.714285714268,-314.28571428571405
UnitedUtilities,87,24,63,27.586206896551722,-27571.42857142843,-316.91297208538424
Gap,107,35,72,32.71028037383177,-33985.71428571425,-317.6234979973295
Ameren,94,33,61,35.1063829787234,-30014.285714285856,-319.30091185410487
Apache,83,28,55,33.734939759036145,-27028.571428571526,-325.64543889845214
SealedAir,98,33,65,33.6734693877551,-32400.000000000124,-330.61224489796047
Unipol,98,28,70,28.57142857142857,-33102.85714285722,-337.7842565597675
NiSource,94,34,60,36.17021276595745,-32399.999999999985,-344.6808510638296
ING,96,28,68,29.166666666666668,-33144.28571428563,-345.2529761904753
CNHIndustrial,98,26,72,26.53061224489796,-33871.42857142858,-345.6268221574345
Aena,95,27,68,28.421052631578945,-33152.85714285702,-348.9774436090213
Snap,93,30,63,32.25806451612903,-32742.857142857178,-352.0737327188944
Radian,97,35,62,36.08247422680412,-34642.85714285714,-357.1428571428571
Mercialys,95,22,73,23.157894736842106,-34171.42857142847,-359.69924812029967
Qorvo,105,39,66,37.142857142857146,-38114.285714285754,-362.99319727891196
VirginGalactic,87,29,58,33.33333333333333,-31914.285714285677,-366.8308702791457
EMS,97,31,66,31.958762886597935,-35628.57142857174,-367.30486008836846
Immofinanz,85,28,57,32.94117647058823,-31814.285714285696,-374.28571428571405
AssociatedBritishFoods,88,30,58,34.090909090909086,-33114.28571428569,-376.298701298701
UniCredit,79,26,53,32.91139240506329,-29762.857142857807,-376.7450271247824
Gecina,92,31,61,33.69565217391305,-35098.57142857174,-381.5062111801276
Umicore,95,29,66,30.526315789473685,-36350.00000000009,-382.63157894736935
Invitation,85,27,58,31.76470588235294,-32528.571428571617,-382.6890756302543
LyondellBasell,102,33,69,32.35294117647059,-39142.85714285724,-383.75350140056116
Rollins,90,33,57,36.666666666666664,-34842.857142857145,-387.14285714285717
Avantor,94,27,67,28.723404255319153,-36714.285714285696,-390.577507598784
Metlife,80,26,54,32.5,-31299.999999998996,-391.24999999998744
Subsea,91,30,61,32.967032967032964,-35987.14285714358,-395.46310832025915
DerwentLondon,91,28,63,30.76923076923077,-36814.28571428565,-404.5525902668753
Kenvue,84,26,58,30.952380952380953,-34199.99999999994,-407.1428571428564
Zalando,91,29,62,31.868131868131865,-37328.57142857155,-410.20408163265444
GameStop,106,34,72,32.075471698113205,-43871.428571428616,-413.8814016172511
Patterson,84,30,54,35.714285714285715,-34814.28571428553,-414.45578231292296
Elisa,92,26,66,28.26086956521739,-38555.71428571424,-419.0838509316765
SiriusXM,96,30,66,31.25,-40371.428571428565,-420.5357142857142
FMC,97,32,65,32.98969072164948,-40814.28571428561,-420.7658321060372
Publicis,83,29,54,34.93975903614458,-34928.571428571086,-420.8261617900131
FlutterEntertainment,93,32,61,34.40860215053764,-39642.85714285824,-426.2672811060026
JCDecaux,99,28,71,28.28282828282828,-42358.571428571435,-427.86435786435794
Cigna,94,34,60,36.17021276595745,-40457.142857144274,-430.39513677813056
EbroFoods,99,28,71,28.28282828282828,-42640.00000000012,-430.70707070707186
Orkla,88,28,60,31.818181818181817,-38354.285714285965,-435.8441558441587
Eurocommercial,86,27,59,31.3953488372093,-37600.00000000005,-437.209302325582
CenturyAluminum,102,34,68,33.33333333333333,-45042.85714285708,-441.59663865546156
SoFiTechnologies,102,32,70,31.372549019607842,-46228.57142857157,-453.2212885154076
JohnsonMatthey,98,26,72,26.53061224489796,-44628.57142857154,-455.393586005832
SouthwestAirlines,102,33,69,32.35294117647059,-46685.71428571445,-457.7030812324946
AMC,87,25,62,28.735632183908045,-40028.5714285714,-460.0985221674873
JMSmucker,91,29,62,31.868131868131865,-42000.00000000026,-461.5384615384644
CompagniedeSaintGobain,92,33,59,35.869565217391305,-42514.28571428591,-462.11180124223813
Duerr,90,27,63,30.0,-41785.71428571425,-464.28571428571394
JetBlueAirways,81,21,60,25.925925925925924,-37657.14285714284,-464.90299823633137
UniversalHealth,97,34,63,35.051546391752574,-45557.142857142026,-469.6612665684745
TransDigm,80,30,50,37.5,-38285.71428571601,-478.5714285714501
Copart,83,29,54,34.93975903614458,-39842.85714285696,-480.0344234079152
Sika,94,30,64,31.914893617021278,-45142.85714285768,-480.2431610942307
Activision,95,37,58,38.94736842105263,-46071.42857142837,-484.96240601503547
Huhtamaki,98,28,70,28.57142857142857,-48557.142857142855,-495.4810495626822
Xpeng,88,25,63,28.40909090909091,-43814.28571428571,-497.88961038961037
KinderMorgan,81,27,54,33.33333333333333,-40714.285714285834,-502.6455026455041
Flowserve,99,34,65,34.34343434343434,-49971.4285714283,-504.76190476190203
Faurecia,104,29,75,27.884615384615387,-52624.28571428583,-506.00274725274835
Ferrovial,88,29,59,32.95454545454545,-44635.71428571395,-507.22402597402214
Caterpillar,100,33,67,33.0,-51757.14285714146,-517.5714285714146
Beiersdorf,95,32,63,33.68421052631579,-49542.85714285664,-521.503759398491
Recordati,99,30,69,30.303030303030305,-51829.99999999992,-523.5353535353528
BTCUSD,97,35,62,36.08247422680412,-50828.771428570835,-524.0079528718643
CanadianPacificRailway,91,32,59,35.16483516483517,-47842.85714285791,-525.7456828885485
TelekomAustria,86,19,67,22.093023255813954,-46457.142857142906,-540.1993355481733
EurofinsScientific,103,35,68,33.980582524271846,-55694.28571428558,-540.7212205270445
Mosaic,93,30,63,32.25806451612903,-50485.71428571412,-542.8571428571411
Qualcomm,103,36,67,34.95145631067961,-56228.57142857101,-545.9084604715632
Paycom,83,30,53,36.144578313253014,-45314.28571428353,-545.9552495696811
ABInbev,87,28,59,32.18390804597701,-47502.85714285684,-546.0098522167452
GriegSeafood,107,34,73,31.775700934579437,-58495.71428571475,-546.6889185580818
Mytilineos,89,29,60,32.58426966292135,-48704.285714286,-547.2391653290562
EOGResources,76,27,49,35.526315789473685,-41714.28571428555,-548.8721804511257
IMI,100,28,72,28.000000000000004,-55079.999999999876,-550.7999999999988
KBR,87,31,56,35.63218390804598,-48014.28571428564,-551.8883415435131
Reddit,84,31,53,36.904761904761905,-47042.85714285796,-560.034013605452
STMicroelectronics,93,29,64,31.182795698924732,-52418.57142857136,-563.640552995391
L.V.Sands,82,27,55,32.926829268292686,-46242.857142857494,-563.9372822299695
KraftHeinz,87,27,60,31.03448275862069,-49228.57142857148,-565.8456486042699
JD,86,27,59,31.3953488372093,-48900.000000000065,-568.6046511627915
Wendel,90,29,61,32.22222222222222,-51234.285714285565,-569.2698412698396
SAP,84,28,56,33.33333333333333,-47914.28571428459,-570.4081632652927
ArcelorMittal,100,29,71,28.999999999999996,-57050.00000000003,-570.5000000000003
Emerson,112,40,72,35.714285714285715,-63999.99999999991,-571.4285714285706
HPEnterprise,101,32,69,31.683168316831683,-58242.85714285721,-576.6619519094774
Evergy,101,35,66,34.65346534653465,-59042.857142856636,-584.5827439886796
Millicom,101,36,65,35.64356435643564,-59142.85714285525,-585.5728429985669
Bouygues,102,31,71,30.392156862745097,-60400.00000000015,-592.1568627450995
MicrochipTechnology,103,36,67,34.95145631067961,-62814.28571428547,-609.8474341192764
Nu Holdings,89,26,63,29.213483146067414,-55028.571428571566,-618.2985553772086
LINKUSD,88,26,62,29.545454545454547,-54485.71428571426,-619.1558441558439
Chewy,114,38,76,33.33333333333333,-70657.14285714299,-619.7994987468683
OMV,93,27,66,29.03225806451613,-57685.71428571435,-620.2764976958532
Solvay,91,27,64,29.67032967032967,-57742.8571428574,-634.5368916797516
Molina,89,33,56,37.07865168539326,-56671.42857142871,-636.7576243980754
Biomerieux,87,31,56,35.63218390804598,-56152.857142857305,-645.4351395730724
Nutrien,94,31,63,32.97872340425532,-60871.428571428725,-647.5683890577524
CGG,93,32,61,34.40860215053764,-60571.428571428216,-651.3056835637443
Target,99,34,65,34.34343434343434,-64485.714285714275,-651.3708513708513
Covivio,90,28,62,31.11111111111111,-59481.42857142868,-660.9047619047632
ABB,91,28,63,30.76923076923077,-60657.14285714252,-666.5620094191486
Aes,89,24,65,26.96629213483146,-60128.57142857145,-675.6019261637241
Thyssenkrupp,95,22,73,23.157894736842106,-64371.42857142858,-677.5939849624061
Technogym,96,24,72,25.0,-65312.857142857065,-680.3422619047611
Sysco,91,31,60,34.065934065934066,-61928.57142857144,-680.5337519623235
AppliedMaterials,91,33,58,36.26373626373626,-62400.000000000575,-685.714285714292
Tyson,89,29,60,32.58426966292135,-61500.00000000011,-691.0112359550574
Firefly Aerospace,62,20,42,32.25806451612903,-42985.71428571429,-693.3179723502304
SynchronyFinancial,95,31,64,32.631578947368425,-66400.00000000006,-698.9473684210533
H&M,97,31,66,31.958762886597935,-67828.57142857157,-699.2636229749646
Freeport-McMoRan,95,34,61,35.78947368421053,-66642.8571428572,-701.5037593984969
Bellway,97,29,68,29.896907216494846,-68857.14285714278,-709.8674521354926
Southern,102,35,67,34.31372549019608,-72685.71428571467,-712.6050420168104
Uber,104,34,70,32.69230769230769,-74285.71428571426,-714.285714285714
BofNewYork,91,29,62,31.868131868131865,-65028.57142857152,-714.5996860282585
Kemira,94,26,68,27.659574468085108,-68542.85714285736,-729.1793313069933
AnteroResources,80,27,53,33.75,-58900.0000000003,-736.2500000000038
Teradyne,82,28,54,34.146341463414636,-60771.42857142797,-741.1149825783899
TractorSupply,91,28,63,30.76923076923077,-67657.142857143,-743.4850863422308
FirstHorizon,89,26,63,29.213483146067414,-66242.85714285728,-744.3017656500817
Imerys,107,27,80,25.233644859813083,-81251.42857142857,-759.3591455273697
AveryDennison,90,31,59,34.44444444444444,-68557.14285714393,-761.7460317460437
Golar,89,30,59,33.70786516853933,-69042.85714285717,-775.762439807384
TexasInstruments,103,34,69,33.00970873786408,-80471.42857142643,-781.2760055478294
HarleyDav,74,22,52,29.72972972972973,-57900.00000000002,-782.4324324324327
Ipsos,111,31,80,27.927927927927925,-87085.71428571417,-784.5559845559835
Halma,93,27,66,29.03225806451613,-73702.85714285672,-792.5038402457712
Legrand,93,31,62,33.33333333333333,-73714.28571428412,-792.626728110582
Newmont,86,29,57,33.72093023255814,-68542.85714285681,-797.0099667774048
Commerzbank,100,31,69,31.0,-80084.28571428606,-800.8428571428606
Flex,97,35,62,36.08247422680412,-77699.99999999971,-801.0309278350486
Perrigo,92,26,66,28.26086956521739,-73771.42857142857,-801.863354037267
CrownCastle,105,35,70,33.33333333333333,-84342.85714285792,-803.2653061224563
OfficeDepot,94,30,64,31.914893617021278,-75714.28571428583,-805.471124620062
BofAmerica,89,27,62,30.337078651685395,-72828.5714285717,-818.29855537721
Symrise,99,31,68,31.313131313131315,-81899.99999999927,-827.27272727272
Verbund,103,31,72,30.097087378640776,-85457.1428571427,-829.6809986130359
Fincantieri,102,30,72,29.411764705882355,-84891.42857142852,-832.2689075630248
ZurichInsurance,97,33,64,34.02061855670103,-81157.14285714558,-836.6715758468616
DKSH,100,29,71,28.999999999999996,-84400.00000000007,-844.0000000000007
TGSNOPEC,106,33,73,31.132075471698112,-89851.42857142819,-847.6549865229074
PlasticOmnium,101,26,75,25.742574257425744,-86238.57142857145,-853.8472418670441
ACADIA,85,30,55,35.294117647058826,-73185.71428571417,-861.0084033613432
SLM,102,33,69,32.35294117647059,-87842.85714285704,-861.2044817927161
BankofMontreal,92,31,61,33.69565217391305,-79471.42857142849,-863.8198757763967
ArthurJGallagher,78,25,53,32.05128205128205,-67414.28571428425,-864.2857142856956
Allstate,88,29,59,32.95454545454545,-76442.85714285707,-868.6688311688304
Sailpoint,97,30,67,30.927835051546392,-84528.5714285716,-871.4285714285732
Equinor,99,34,65,34.34343434343434,-86285.71428571515,-871.5728715728803
AirLiquide,107,37,70,34.57943925233645,-93842.85714285553,-877.0360480640703
TruistFinancial,95,28,67,29.47368421052631,-84271.42857142864,-887.067669172933
Peloton,83,22,61,26.506024096385545,-73914.28571428572,-890.5335628227195
Unum,94,32,62,34.04255319148936,-83714.2857142854,-890.5775075987809
Campbell,94,29,65,30.851063829787233,-84542.85714285713,-899.3920972644376
Dominion,92,28,64,30.434782608695656,-85314.28571428613,-927.3291925465884
GOLD,78,27,51,34.61538461538461,-72400.00000003981,-928.2051282056386
Prologis,95,37,58,38.94736842105263,-88314.28571428596,-929.6240601503785
WellsFargo,103,33,70,32.038834951456316,-98642.85714285773,-957.6976421636673
Nordex,93,27,66,29.03225806451613,-89685.71428571416,-964.3625192012275
RalphLauren,106,37,69,34.90566037735849,-102828.57142857276,-970.0808625337053
FifthThird,84,25,59,29.761904761904763,-81657.14285714283,-972.1088435374146
VEON,81,33,48,40.74074074074074,-79914.28571428618,-986.596119929459
Tapestry,93,31,62,33.33333333333333,-92257.14285714299,-992.0122887864837
Cheniere,99,37,62,37.37373737373738,-98957.14285714255,-999.5670995670964
Moodys,95,34,61,35.78947368421053,-95014.28571428268,-1000.1503759398178
UnitedStatesSteel,99,31,68,31.313131313131315,-99171.42857142852,-1001.7316017316012
Eurazeo,98,28,70,28.57142857142857,-98385.7142857145,-1003.9358600583112
AmericanWaterWorks,88,31,57,35.22727272727273,-88485.71428571362,-1005.519480519473
Devon,82,24,58,29.268292682926827,-82514.28571428593,-1006.2717770034869
Qurate,99,37,62,37.37373737373738,-100285.71428571428,-1012.9870129870129
Splunk,74,22,52,29.72972972972973,-75585.71428571414,-1021.4285714285695
Konecranes,96,28,68,29.166666666666668,-98469.99999999981,-1025.7291666666647
AkerSolutions,96,27,69,28.125,-99688.57142857143,-1038.422619047619
SOLUSD,93,31,62,33.33333333333333,-97642.85714285767,-1049.923195084491
Cognex,87,27,60,31.03448275862069,-93657.14285714262,-1076.5188834154324
CenterPoint,87,24,63,27.586206896551722,-96257.14285714286,-1106.4039408866995
Bekaert,105,28,77,26.666666666666668,-116501.42857142897,-1109.5374149659901
HenrySchein,93,30,63,32.25806451612903,-104628.57142857132,-1125.038402457756
Peab,97,32,65,32.98969072164948,-113771.42857142816,-1172.9013254786407
UDR,88,24,64,27.27272727272727,-103585.71428571445,-1177.1103896103914
FirstEnergy,77,20,57,25.97402597402597,-90728.57142857125,-1178.2931354359903
MurphyOil,87,27,60,31.03448275862069,-103057.14285714291,-1184.56486042693
RITCapital,79,13,66,16.455696202531644,-94177.14285714283,-1192.1157323688965
BBBiotech,88,27,61,30.681818181818183,-105428.57142857122,-1198.0519480519456
Henkel,100,28,72,28.000000000000004,-119857.14285714313,-1198.5714285714314
KeysightTechnologies,97,32,65,32.98969072164948,-117442.85714285713,-1210.7511045655374
Investor,102,36,66,35.294117647058826,-124499.99999999975,-1220.5882352941153
OldDominion,93,30,63,32.25806451612903,-113928.57142857206,-1225.038402457764
US2000Cash,107,38,69,35.51401869158878,-131442.85714288463,-1228.437917223221
ICE,78,26,52,33.33333333333333,-95928.57142857231,-1229.853479853491
JuliusBaer,93,28,65,30.107526881720432,-114714.28571428607,-1233.4869431643665
Fabege,90,29,61,32.22222222222222,-112271.42857142843,-1247.460317460316
SmurfitKappa,98,26,72,26.53061224489796,-122842.85714285697,-1253.4985422740508
Alliant,88,28,60,31.818181818181817,-110614.28571428613,-1256.9805194805242
ReckittBenckiser,88,23,65,26.136363636363637,-111171.42857142874,-1263.3116883116902
Netflix,90,30,60,33.33333333333333,-114799.99999999964,-1275.5555555555516
Rexel,95,24,71,25.263157894736842,-121625.7142857142,-1280.2706766917283
Ratos,100,30,70,30.0,-129428.57142857148,-1294.2857142857147
Digital Realty,95,33,62,34.73684210526316,-124685.71428571233,-1312.4812030074982
Altria,85,26,59,30.58823529411765,-111614.2857142858,-1313.10924369748
Duke,93,31,62,33.33333333333333,-122542.85714285697,-1317.6651305683545
Steris,87,33,54,37.93103448275862,-115028.57142857234,-1322.1674876847394
UnibailRodamco,95,30,65,31.57894736842105,-127428.57142857164,-1341.3533834586488
JacobsEngineering,95,32,63,33.68421052631579,-128485.71428571455,-1352.4812030075216
Telenor,98,30,68,30.612244897959183,-133468.57142857113,-1361.9241982507258
SILVER,92,29,63,31.521739130434785,-126018.57142857119,-1369.767080745339
BASFAG,99,27,72,27.27272727272727,-136157.142857143,-1375.3246753246767
MPLX,91,25,66,27.472527472527474,-125442.8571428573,-1378.4929356357945
SSAB,79,21,58,26.582278481012654,-109028.57142857177,-1380.1084990958452
UPS,91,28,63,30.76923076923077,-126728.57142857113,-1392.621664050232
DeutscheEuroshop,69,17,52,24.637681159420293,-96242.85714285722,-1394.824016563148
Tripadvisor,89,23,66,25.842696629213485,-124528.57142857146,-1399.1974317817019
DASHUSD,85,29,56,34.11764705882353,-119042.85714285725,-1400.5042016806735
BruxellesLambert,90,23,67,25.555555555555554,-126991.42857142816,-1411.0158730158685
Linde,86,30,56,34.883720930232556,-121771.42857143603,-1415.9468438539072
Groupon,86,27,59,31.3953488372093,-121842.85714285714,-1416.7774086378738
Hilton,96,33,63,34.375,-137457.1428571424,-1431.8452380952333
Sing30Cash,101,37,64,36.633663366336634,-145200.00000000012,-1437.6237623762388
HannoverRe,103,31,72,30.097087378640776,-148257.142857143,-1439.3897364771165
Tele2,89,30,59,33.70786516853933,-128785.71428571358,-1447.0304975922875
ZECUSD,89,35,54,39.325842696629216,-130271.42857142774,-1463.7239165328958
